,brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating,ratings,reviews
40,RedmiBook,15,Intel,Core i3,11,8,DDR4,256,0,Windows,32-bit,0,ThinNlight,15.6,1,No,No,38990,51999,25,4.3,1063,152
41,HP,Pavilion,Intel,Core i3,11,8,DDR4,256,0,Windows,64-bit,0,Casual,14,1,Yes,Yes,53990,63510,14,4.6,14,0
42,acer,Aspire,Intel,Core i3,11,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,15.6,1,No,No,38990,52999,26,0.0,0,0
43,realme,Book,Intel,Core i3,11,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,14,1,No,Yes,46990,54999,14,4.4,6352,1014
44,ASUS,Missing,Intel,Core i3,11,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,15.6,1,No,No,37990,52990,28,4.3,284,39
45,ASUS,VivoBook,Intel,Core i3,11,8,DDR4,256,0,Windows,64-bit,0,Casual,14,1,No,Yes,37890,51990,27,4.6,44,5
46,Lenovo,IdeaPad,Intel,Core i3,11,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,14,1,No,No,38990,60890,35,4.2,33,4
47,Lenovo,IdeaPad,Intel,Core i3,10,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,14,0,No,No,37990,57990,34,4.2,286,36
48,DELL,Vostro,Intel,Core i3,11,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,14.96,1,No,Yes,41990,54510,22,3.6,10,5
49,ASUS,VivoBook,Intel,Core i3,11,8,DDR4,256,0,Windows,64-bit,0,Casual,15.6,1,No,No,45990,58990,22,4.5,816,147
50,Lenovo,IdeaPad,Intel,Core i3,11,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,15.6,1,No,No,39990,61590,35,4.3,543,65
51,DELL,Inspiron,Intel,Core i3,11,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,15.6,0,No,No,42490,59654,28,4.8,9,1
52,Infinix,INBook,Intel,Core i3,10,8,LPDDR4X,256,0,Windows,64-bit,0,ThinNlight,14,0,No,No,32990,49999,34,4.3,1221,265
53,DELL,Vostro,Intel,Core i3,10,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,14,1,No,Yes,36990,40614,8,4.3,1178,137
54,Lenovo,Ideapad,Intel,Core i3,11,8,DDR4,256,0,Windows,64-bit,0,Casual,14,1,Yes,Yes,53990,75490,28,4.4,299,41
55,ASUS,VivoBook,Intel,Core i3,11,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,14,0,No,No,36990,52990,30,4.4,20,1
56,Lenovo,IdeaPad,Intel,Core i3,10,4,DDR4,256,0,Windows,64-bit,0,Casual,15.6,2,No,No,38940,48200,19,4.3,758,64
57,DELL,Inspiron,Intel,Core i3,10,4,DDR4,256,0,Windows,64-bit,0,Casual,15,1,No,Yes,39490,55490,28,4.4,634,64
58,Lenovo,Ideapad,Intel,Core i3,10,8,DDR4,256,0,Windows,64-bit,0,Casual,15.6,2,No,Yes,39999,59999,33,5.0,4,0
59,DELL,Inspiron,Intel,Core i3,11,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,15.6,1,No,No,42990,56776,24,4.3,17,2
60,DELL,Inspiron,Intel,Core i3,11,8,DDR4,256,0,Windows,64-bit,0,Casual,14,1,Yes,No,49990,68658,27,4.2,24,5
61,DELL,Vostro,Intel,Core i3,11,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,14,1,No,Yes,41490,55448,25,4.3,1753,165
62,DELL,Inspiron,Intel,Core i3,11,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,14.96,0,No,No,41990,57670,27,4.2,216,21
63,Lenovo,Ideapad,Intel,Core i3,11,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,14,1,No,Yes,41990,57290,26,4.4,1084,160
64,ASUS,VivoBook,Intel,Core i3,11,8,DDR4,256,0,Windows,64-bit,0,Casual,15.6,1,No,No,38490,51990,25,3.8,19,3
65,Lenovo,Missing,Intel,Core i3,11,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,15,1,No,Yes,38990,51544,24,4.4,106,13
66,Lenovo,ThinkPad,Intel,Core i3,11,4,DDR4,256,0,Windows,64-bit,0,Casual,15.6,1,No,Yes,44990,59239,24,4.1,42,4
67,Lenovo,IdeaPad,Intel,Core i3,10,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,14,0,No,No,36490,53790,32,0.0,0,0
68,Lenovo,Missing,Intel,Core i3,10,8,DDR4,256,0,Windows,32-bit,0,Casual,15.6,0,No,No,38970,56590,31,0.0,0,0
69,HP,Missing,Intel,Core i3,11,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,44900,51000,11,4.2,1029,107
70,MSI,Missing,Intel,Core i3,10,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,Missing,0,No,No,38990,53900,27,4.5,53,11
71,DELL,Vostro,Intel,Core i3,11,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,Missing,0,No,No,44427,0,0,0.0,0,0
72,ASUS,VivoBook,Intel,Core i3,10,4,DDR4,256,0,Windows,64-bit,0,Casual,Missing,1,No,No,35990,46990,23,0.0,0,0
73,Lenovo,Ideapad,Intel,Core i3,10,4,DDR4,256,0,Windows,64-bit,0,Casual,Missing,1,No,Yes,40200,49999,19,3.9,48,1
74,Lenovo,Missing,Intel,Core i3,10,4,DDR4,256,0,Windows,32-bit,0,Casual,Missing,0,No,No,40990,56800,27,3.7,3,0
75,DELL,Inspiron,Intel,Core i3,10,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,Missing,1,No,No,42490,54723,22,0.0,0,0
76,realme,Book,Intel,Core i3,11,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,47999,54999,12,4.4,6352,1014
77,acer,Chromebook,Intel,Celeron Dual,0,4,DDR4,0,512,Windows,32-bit,0,Casual,Missing,0,No,No,23990,27000,11,3.3,61,4
78,DELL,Missing,Intel,Core i3,11,4,DDR4,256,0,Windows,64-bit,0,Casual,Missing,0,Yes,No,71999,72246,0,4.3,97,13
79,ASUS,VivoBook,Intel,Core i3,11,4,DDR4,256,0,Windows,64-bit,0,Casual,Missing,1,No,No,39990,52990,24,4.4,181,19
80,Lenovo,IdeaPad,Intel,Core i3,10,4,DDR4,256,0,Windows,64-bit,0,Casual,Missing,1,No,Yes,41998,56590,25,4.4,529,39
81,ASUS,Missing,Intel,Core i3,11,4,DDR4,256,0,Windows,32-bit,0,Casual,Missing,0,No,No,41990,52990,20,0.0,0,0
82,Lenovo,Ideapad,Intel,Core i3,10,4,DDR4,256,0,Windows,64-bit,0,Casual,Missing,2,No,Yes,39999,59999,33,0.0,0,0
83,ASUS,Commercial,Intel,Core i3,10,4,DDR4,256,0,Windows,32-bit,0,Casual,Missing,0,No,No,39990,47990,16,0.0,0,0
84,Lenovo,Ideapad,Intel,Core i3,11,4,DDR4,256,0,Windows,64-bit,0,Casual,Missing,0,No,No,39998,60090,33,4.2,10,1
85,HP,14s,Intel,Core i3,11,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,42490,45892,7,4.4,5205,561
86,Lenovo,Missing,Intel,Core i3,10,4,DDR4,256,0,Windows,32-bit,0,Casual,Missing,0,No,No,41990,49800,15,3.7,3,0
87,ASUS,Missing,Intel,Core i3,11,4,DDR4,256,0,Windows,32-bit,0,Casual,Missing,0,No,No,48490,58990,17,0.0,0,0
88,HP,Missing,Intel,Core i3,11,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,44376,45376,2,4.2,1090,96
89,DELL,Missing,Intel,Core i3,11,4,DDR4,256,0,Windows,32-bit,0,Casual,Missing,0,No,No,43900,57095,23,0.0,0,0
90,DELL,INSPIRON,Intel,Core i3,11,4,DDR4,256,0,Windows,64-bit,0,Casual,Missing,1,No,No,46690,57095,18,0.0,0,0
91,Lenovo,Missing,Intel,Core i3,10,4,DDR4,256,0,Windows,32-bit,0,Casual,Missing,0,No,No,40990,48900,16,5.0,1,1
92,DELL,Inspiron,Intel,Core i3,10,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,Missing,1,No,No,39990,49821,19,4.0,44,2
93,Lenovo,V15,Intel,Core i3,11,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,Missing,0,No,No,43990,50250,12,0.0,0,0
94,ASUS,VivoBook,Intel,Core i3,11,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,Missing,1,No,No,36990,44990,17,4.5,70,9
95,DELL,Missing,Intel,Core i3,11,8,DDR4,256,0,Windows,64-bit,0,Casual,15.6,1,No,No,48500,58493,17,0.0,0,0
96,ASUS,VivoBook,Intel,Core i3,11,8,DDR4,256,0,Windows,64-bit,0,Casual,15.6,0,No,No,48990,58990,16,0.0,0,0
97,ASUS,Chromebook,Intel,Celeron Dual,0,4,LPDDR4,0,512,Windows,32-bit,0,Casual,Missing,0,No,No,23490,29990,21,4.2,632,92
98,HP,Pavilion,Intel,Core i3,8,4,DDR4,256,0,Windows,64-bit,0,Casual,14,1,Yes,Yes,54238,0,0,4.4,71,8
99,ASUS,VivoBook,Intel,Core i3,10,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,No,No,37990,50990,25,4.3,990,108
100,HP,Missing,Intel,Core i3,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,42990,57330,25,4.4,158,18
101,HP,Missing,Intel,Core i3,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,42990,49590,13,4.3,681,59
102,ASUS,VivoBook,Intel,Core i3,10,4,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,No,No,35990,49990,28,4.4,130,12
103,RedmiBook,15,Intel,Core i3,11,8,DDR4,512,0,Windows,32-bit,0,ThinNlight,15.6,1,No,No,42990,55999,23,4.3,1063,152
104,ASUS,VivoBook,Intel,Core i3,11,8,DDR4,512,0,Windows,64-bit,0,Casual,14,1,No,No,42990,57990,25,4.3,30,4
105,ASUS,VivoBook,Intel,Core i3,11,8,LPDDR4X,512,0,Windows,32-bit,0,Casual,14,1,Yes,Yes,51990,67990,23,4.7,6,2
106,ASUS,VivoBook,Intel,Core i3,11,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,No,No,48990,62990,22,4.5,174,30
107,ASUS,VivoBook,Intel,Core i3,11,8,DDR4,512,0,Windows,64-bit,0,Casual,14,1,No,No,42990,57990,25,4.5,40,7
108,Lenovo,Missing,Intel,Core i3,10,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,No,No,38990,62190,37,3.9,13,1
109,DELL,Inspiron,Intel,Core i3,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14.96,0,No,No,45990,60908,24,4.3,184,29
110,HP,Missing,Intel,Core i3,10,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,42490,50294,15,4.3,1296,126
111,HP,Missing,Intel,Core i3,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,43970,50196,12,4.3,571,56
112,ASUS,Missing,Intel,Core i3,10,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,39990,49990,20,4.3,2551,297
113,MSI,Missing,Intel,Core i3,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,0,No,No,48990,49590,1,4.5,17,3
114,HP,Pavilion,Intel,Core i3,11,8,DDR4,512,0,Windows,64-bit,0,Casual,14,1,No,Yes,54990,69267,20,4.5,35,3
115,MSI,Missing,Intel,Core i3,10,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,0,No,No,40990,55990,26,4.4,118,17
116,ASUS,VivoBook,Intel,Core i3,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14.1,1,No,Yes,41990,55990,25,0.0,0,0
117,Lenovo,IdeaPad,Intel,Core i3,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,1,Yes,No,54990,79690,30,4.5,245,34
118,ASUS,VivoBook,Intel,Core i3,11,8,DDR4,512,0,Windows,64-bit,0,Casual,14,1,No,Yes,44990,46390,3,4.4,2058,305
119,HP,Missing,Intel,Core i3,11,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,No,No,41250,46602,11,4.1,117,11
120,HP,Missing,Intel,Core i3,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,0,No,No,44990,52900,14,0.0,0,0
121,ASUS,VivoBook,Intel,Core i3,11,8,DDR4,512,0,Windows,64-bit,0,Casual,14,1,No,No,42990,57990,25,4.7,74,11
122,DELL,Missing,Intel,Core i3,11,8,DDR4,512,0,Windows,64-bit,0,Casual,14,1,Yes,No,60790,78307,22,4.4,10,1
123,HP,Missing,Intel,Core i3,11,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,0,No,No,45650,55202,17,4.1,39,4
124,DELL,Vostro,Intel,Core i3,10,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,1,No,Yes,41990,49826,15,3.9,29,7
125,DELL,Inspiron,Intel,Core i3,10,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,No,No,45490,60046,24,4.2,43,4
126,ASUS,VivoBook,Intel,Core i3,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14.1,1,No,Yes,44990,58990,23,0.0,0,0
127,Lenovo,IdeaPad,Intel,Core i3,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,2,No,Yes,42990,63790,32,4.4,984,99
128,HP,15s,Intel,Core i3,11,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,45490,46990,3,4.3,523,66
129,HP,Missing,Intel,Core i3,10,4,DDR4,512,0,Windows,32-bit,0,Casual,Missing,0,No,No,38799,47916,19,4.4,30,1
130,HP,Pavilion,Intel,Core i3,11,4,DDR4,512,0,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,69267,0,0,0.0,0,0
131,ASUS,VivoBook,Intel,Core i3,11,4,DDR4,512,0,Windows,64-bit,0,Casual,Missing,1,No,Yes,51649,62990,18,0.0,0,0
132,HP,Missing,Intel,Core i3,11,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,47990,51165,6,4.3,1605,215
133,ASUS,VivoBook,Intel,Core i3,10,4,DDR4,512,0,Windows,64-bit,0,Casual,Missing,1,No,No,40990,49990,18,4.4,4008,519
134,ASUS,Missing,Intel,Core i3,10,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,42990,50990,15,4.4,1869,234
135,ASUS,VivoBook,Intel,Core i3,11,4,DDR4,512,0,Windows,64-bit,0,Casual,Missing,1,No,No,44890,56999,21,3.9,7,0
136,ASUS,VivoBook,Intel,Core i3,10,4,DDR4,512,0,Windows,64-bit,0,Casual,Missing,1,No,No,41490,49990,17,4.4,4008,519
137,HP,15s,Intel,Core i3,11,4,DDR4,512,0,Windows,32-bit,0,ThinNlight,Missing,1,No,No,50990,51748,1,0.0,0,0
138,HP,Missing,Intel,Core i3,11,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,48900,50000,2,4.3,1278,135
139,DELL,Vostro,Intel,Core i3,10,4,DDR4,512,0,Windows,64-bit,0,Casual,Missing,0,No,No,41790,54784,23,0.0,0,0
140,Lenovo,Ideapad,Intel,Core i3,11,4,DDR4,512,0,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,57999,85000,31,3.4,10,2
141,DELL,Inspiron,Intel,Core i3,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,0,No,No,45930,58229,21,0.0,0,0
142,HP,Pavilion,Intel,Core i3,11,8,DDR4,512,0,Windows,64-bit,0,Casual,14,1,Yes,Yes,55490,65853,15,4.3,143,15
143,ASUS,VivoBook,Intel,Core i3,10,8,DDR4,0,1024,Windows,64-bit,0,Casual,14.1,1,No,No,32890,46990,30,3.9,28,4
144,Lenovo,IdeaPad,Intel,Core i3,10,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,35990,57290,37,4.0,2124,233
145,DELL,Inspiron,Intel,Core i3,11,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,15.6,0,No,No,42490,50693,16,4.0,276,40
146,DELL,Vostro,Intel,Core i3,11,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,14,0,No,No,42190,44780,5,3.9,250,21
147,DELL,Vostro,Intel,Core i3,10,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,14,1,No,Yes,39490,54517,27,4.0,1917,189
148,HP,15s,Intel,Core i3,11,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,43690,48933,10,4.1,4999,490
149,ASUS,VivoBook,Intel,Core i3,10,4,DDR4,0,1024,Windows,64-bit,0,Casual,15.6,1,No,No,35990,48990,26,3.8,17,0
150,DELL,3000,Intel,Core i3,11,8,DDR4,0,1024,Windows,32-bit,0,Casual,15.6,0,No,No,43800,55506,21,4.2,17,0
151,Lenovo,Missing,Intel,Core i3,10,8,DDR4,0,1024,Windows,32-bit,0,Casual,15.6,0,No,No,38990,55890,30,0.0,0,0
152,ASUS,VivoBook,Intel,Core i3,10,4,DDR4,0,1024,Windows,64-bit,0,ThinNlight,15.6,1,No,No,34990,40990,14,3.7,4203,490
153,ASUS,VivoBook,Intel,Core i3,11,8,DDR4,0,1024,Windows,64-bit,0,Casual,15.6,1,No,No,38900,51990,25,3.9,13,0
154,DELL,Inspiron,Intel,Core i3,10,4,DDR4,0,1024,Windows,64-bit,0,ThinNlight,Missing,1,No,No,39990,55534,27,3.8,15,1
155,DELL,INSPIRON,Intel,Core i3,10,4,DDR4,0,1024,Windows,32-bit,0,Casual,Missing,0,No,No,40890,45990,11,4.0,527,46
156,Lenovo,Missing,Intel,Core i3,10,4,DDR4,0,1024,Windows,64-bit,0,ThinNlight,Missing,1,No,No,36990,57990,36,3.7,103,10
157,HP,15s,Intel,Core i3,11,4,DDR4,0,1024,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,39990,45514,12,3.9,324,45
158,HP,Missing,Intel,Core i3,11,4,DDR4,0,1024,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,41990,47264,11,4.0,69,5
159,DELL,Missing,Intel,Core i3,11,4,DDR4,0,1024,Windows,32-bit,0,Casual,Missing,0,No,No,43970,46138,4,3.9,16,0
160,HP,Notebook,Intel,Core i3,11,4,DDR4,0,1024,Windows,64-bit,0,ThinNlight,Missing,1,No,No,39790,43296,8,3.9,40,3
161,ASUS,Missing,Intel,Core i3,10,4,DDR4,0,1024,Windows,32-bit,0,ThinNlight,Missing,0,No,No,35590,45990,22,3.4,12,1
162,HP,14s,Intel,Core i3,10,4,DDR4,0,1024,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,36490,42787,14,3.8,1146,175
163,ASUS,VivoBook,Intel,Core i3,10,4,DDR4,0,1024,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,38990,45990,15,4.0,1850,216
164,ASUS,Missing,Intel,Core i3,10,4,DDR4,0,1024,Windows,32-bit,0,ThinNlight,Missing,0,No,No,33990,39990,15,3.7,43,7
165,DELL,Inspiron,Intel,Core i3,10,4,DDR4,0,1024,Windows,64-bit,0,Casual,Missing,1,No,Yes,43400,49000,11,4.1,231,26
166,ASUS,Chromebook,Intel,Celeron Dual,0,4,LPDDR4,0,512,Windows,32-bit,0,Casual,Missing,0,No,No,24990,30990,19,4.2,502,93
167,HP,15s,Intel,Core i3,10,4,DDR4,0,1024,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,40750,43090,5,4.1,1096,116
168,DELL,Inspiron,Intel,Core i3,10,4,DDR4,0,1024,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,43000,46629,7,4.1,313,35
169,ASUS,Vivo,Intel,Core i3,10,4,DDR4,0,1024,Windows,64-bit,0,Casual,Missing,0,No,No,38000,42990,11,4.7,7,0
170,DELL,Inspiron,Intel,Core i3,11,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,14.96,1,No,Yes,37990,51493,26,3.7,265,46
171,HP,DA,Intel,Core i3,7,8,DDR4,0,1024,Windows,64-bit,2,Casual,15.6,0,No,No,49279,0,0,4.5,38,3
172,Lenovo,Missing,Intel,Core i3,10,8,DDR4,0,1024,Windows,32-bit,0,Casual,15.6,0,No,No,38999,50990,23,3.6,7,2
173,ASUS,Missing,Intel,Core i3,11,8,DDR4,0,1024,Windows,32-bit,0,Casual,15.6,0,No,No,41500,51990,20,3.0,4,0
174,acer,Missing,Intel,Core i3,11,4,DDR4,0,1024,Windows,32-bit,0,Casual,15.6,0,No,No,36999,45000,17,0.0,0,0
175,DELL,Missing,Intel,Core i3,11,8,DDR4,0,1024,Windows,32-bit,0,Casual,15.6,0,No,No,42900,55351,22,0.0,0,0
176,ASUS,Chromebook,Intel,Celeron Dual,0,4,LPDDR4,0,512,Windows,32-bit,0,Casual,Missing,0,No,No,21490,25990,17,3.9,818,113
177,DELL,Insprion,Intel,Core i3,11,8,DDR4,0,1024,Windows,32-bit,0,Casual,15.6,0,No,No,41480,48990,15,3.8,25,4
178,ASUS,VivoBook,Intel,Core i3,10,8,DDR4,0,1024,Windows,64-bit,0,Casual,15.6,0,No,No,32990,43990,25,2.0,12,0
179,ASUS,VivoBook,Intel,Core i3,11,8,DDR4,0,1024,Windows,64-bit,0,Casual,15.6,1,No,No,38680,51990,25,3.2,17,1
180,ASUS,Chromebook,Intel,Celeron Dual,0,4,LPDDR4,0,512,Windows,32-bit,0,Casual,Missing,0,No,No,23990,29990,20,4.1,974,170
181,DELL,Missing,Intel,Core i3,10,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,14.96,0,No,No,40390,54992,26,3.2,83,15
182,ASUS,VivoBook,Intel,Core i3,10,4,DDR4,0,1024,Windows,64-bit,0,ThinNlight,14.1,0,No,No,33990,39990,15,3.4,31,6
183,ASUS,Chromebook,Intel,Celeron Dual,0,4,LPDDR4,0,512,Windows,32-bit,0,Casual,Missing,0,No,No,20490,24990,18,3.9,637,91
184,DELL,Vostro,Intel,Core i3,10,8,DDR4,256,1024,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,41490,54782,24,5.0,7,5
185,DELL,Inspiron,Intel,Core i3,11,8,DDR4,256,1024,Windows,64-bit,0,Casual,15.6,0,No,No,45490,60371,24,4.3,207,16
186,DELL,Inspiron,Intel,Core i3,11,8,DDR4,256,1024,Windows,64-bit,0,Casual,15.6,0,No,No,44490,57479,22,4.3,844,103
187,ASUS,VivoBook,Intel,Core i3,11,8,DDR4,256,1024,Windows,64-bit,0,Casual,14.1,1,No,Yes,41890,57990,27,4.2,53,6
188,DELL,Vostro,Intel,Core i3,11,4,DDR4,256,1024,Windows,64-bit,0,ThinNlight,14,1,No,Yes,42990,43126,0,4.1,62,7
189,acer,Travelmate,Intel,Core i3,11,8,DDR4,256,1024,Windows,64-bit,0,Casual,14,0,No,No,40990,60000,31,4.2,38,2
190,DELL,Inspiron,Intel,Core i3,11,8,DDR4,256,1024,Windows,64-bit,0,ThinNlight,15.6,1,No,No,48990,59990,18,4.1,724,92
191,DELL,Vostro,Intel,Core i3,11,4,DDR4,256,1024,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,43590,59781,27,0.0,0,0
192,DELL,Inspiron,Intel,Core i3,10,4,DDR4,256,1024,Windows,64-bit,0,Casual,Missing,1,No,No,44690,60122,25,4.3,9,0
193,ASUS,ExpertBook,Intel,Core i3,10,4,DDR4,256,1024,Windows,64-bit,0,Casual,Missing,0,No,No,40990,51990,21,0.0,0,0
194,DELL,Vostro,Intel,Core i3,11,4,DDR4,256,1024,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,43990,56743,22,0.0,0,0
195,DELL,Vostro,Intel,Core i3,11,4,DDR4,256,1024,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,43590,57863,24,0.0,0,0
196,DELL,Vostro,Intel,Core i3,10,4,DDR4,256,1024,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,41390,51976,20,4.2,56,7
197,DELL,Vostro,Intel,Core i3,10,4,DDR4,256,1024,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,44290,57858,23,0.0,0,0
198,DELL,Inspiron,Intel,Core i3,11,4,DDR4,256,1024,Windows,64-bit,0,Casual,Missing,1,No,No,48999,57095,14,0.0,0,0
199,DELL,Vostro,Intel,Core i3,11,4,DDR4,256,1024,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,39990,45810,12,3.9,170,11
200,DELL,Missing,Intel,Core i3,10,8,DDR4,256,1024,Windows,64-bit,0,ThinNlight,15.6,0,No,No,46390,59101,21,2.9,95,5
201,ASUS,Chromebook,Intel,Celeron Dual,0,4,LPDDR4,0,512,Windows,64-bit,0,Casual,Missing,0,No,No,18990,22990,17,3.6,197,25
202,ASUS,Chromebook,Intel,Celeron Dual,0,4,LPDDR4,0,512,Windows,32-bit,0,Casual,Missing,0,No,No,17990,21990,18,3.6,1180,148
203,HP,14a,Intel,Celeron Dual,0,4,DDR4,0,512,Windows,64-bit,0,Casual,Missing,0,No,No,26470,31532,16,3.6,232,23
204,HP,Chromebook,Intel,Celeron Dual,0,4,DDR4,0,512,Windows,64-bit,0,Casual,Missing,0,No,No,27990,31532,11,3.8,596,65
205,Lenovo,Celeron,Intel,Celeron Dual,0,4,DDR4,0,1024,Windows,32-bit,0,Casual,15.6,0,No,No,29999,37400,19,3.3,19,1
206,Lenovo,IdeaPad,Intel,Celeron Dual,0,4,LPDDR4X,0,512,Windows,64-bit,0,Casual,Missing,0,No,No,25990,40490,35,3.7,84,16
207,Lenovo,IdeaPad,Intel,Celeron Dual,0,4,LPDDR4,0,512,Windows,32-bit,0,Casual,Missing,0,No,No,16990,24840,31,3.4,414,54
208,Lenovo,IdeaPad,Intel,Celeron Dual,0,4,LPDDR4,0,512,Windows,32-bit,0,Casual,Missing,0,No,No,24990,34890,28,2.8,70,16
209,acer,Predator,Intel,Core,0,4,DDR4,0,512,Windows,32-bit,0,Casual,Missing,0,No,No,99990,149999,33,4.5,1336,186
210,acer,Aspire,Intel,Core i5,0,8,DDR5,0,512,Windows,32-bit,4,Casual,Missing,0,No,No,50990,89999,43,4.4,10966,1185
211,acer,Spin,Intel,Core i5,0,8,LPDDR4,0,512,Windows,32-bit,0,Casual,Missing,1,No,No,119990,124900,3,4.0,1,1
212,acer,Swift,Intel,Core i5,10,8,LPDDR4,0,512,DOS,32-bit,0,Casual,Missing,0,No,No,94190,124999,24,4.3,31,6
213,ASUS,ROG,Intel,Core i5,10,8,LPDDR4,0,512,DOS,32-bit,4,Casual,Missing,0,No,No,106167,120990,12,4.5,1881,241
214,DELL,Missing,Intel,Core i5,10,8,LPDDR4,0,512,DOS,32-bit,4,Casual,Missing,1,No,No,68090,69500,2,1.6,23,4
215,DELL,XPS,Intel,Core i5,10,8,LPDDR4,0,512,DOS,32-bit,0,ThinNlight,Missing,1,No,No,139990,155720,10,0.0,0,0
216,HP,15s,Intel,Core i5,10,8,LPDDR4,0,512,DOS,32-bit,0,ThinNlight,Missing,0,No,No,55990,63179,11,4.0,818,109
217,HP,Omen,Intel,Core i5,10,8,LPDDR4,0,512,DOS,32-bit,4,Casual,Missing,0,No,No,102551,0,0,0.0,0,0
218,lenovo,Ideapad,Intel,Core i5,10,8,LPDDR4,0,512,DOS,32-bit,0,Casual,Missing,0,No,No,72990,90000,18,4.2,204,19
