,brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating,ratings,reviews
219,Lenovo,Ideapad,Intel,Core i5,10,8,LPDDR4,0,512,DOS,32-bit,2,Casual,Missing,0,No,No,46990,62290,24,4.2,4428,569
220,MICROSOFT,Surface,Intel,Core i5,10,8,LPDDR4X,128,0,Windows,64-bit,0,Casual,Missing,0,Yes,No,100190,104999,4,4.4,56,8
221,Smartron,t.book,Intel,Core i5,7,8,DDR3,128,0,Windows,64-bit,0,Casual,Missing,0,Yes,No,52990,55999,5,3.5,30,9
222,MICROSOFT,Surface,Intel,Core i5,8,8,DDR3,128,0,Windows,64-bit,0,Casual,Missing,0,Yes,No,91999,0,0,4.5,49,8
223,Smartron,t.book,Intel,Core i5,7,4,DDR3,128,0,Windows,64-bit,0,Casual,12.2,0,Yes,No,52990,55999,5,3.9,28,4
224,HP,Pavilion,Intel,Core i5,8,8,DDR4,128,0,Windows,64-bit,0,ThinNlight,13.3,1,No,No,76012,0,0,4.3,129,16
225,Lenovo,Ideapad,Intel,Core i5,11,8,DDR4,256,0,Windows,64-bit,0,Casual,15.6,2,No,Yes,49490,75390,34,4.3,365,35
226,lenovo,Yoga,Intel,Core i5,10,8,LPDDR4,0,512,DOS,32-bit,0,Casual,Missing,0,No,No,102990,139890,26,4.6,79,14
227,acer,Swift,Intel,Core i5,7,8,DDR3,256,0,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,86867,99999,13,4.4,39,3
228,LG,Gram,Intel,Core i5,10,8,DDR4,256,0,Windows,64-bit,0,Casual,Missing,0,No,No,76990,104000,25,4.5,15,7
229,LG,Gram,Intel,Core i5,11,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,Missing,0,No,No,76990,106000,27,0.0,0,0
230,ASUS,VivoBook,Intel,Core i5,11,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,Missing,1,No,No,48990,58990,16,0.0,0,0
231,LG,Gram,Intel,Core i5,10,8,DDR4,256,0,Windows,64-bit,0,Casual,Missing,0,No,No,62990,99000,36,4.6,68,20
232,DELL,Inspiron,Intel,Core i5,11,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,Missing,0,No,No,55990,71578,21,3.3,3,0
233,acer,Swift,Intel,Core i5,8,8,DDR3,256,0,Windows,64-bit,0,ThinNlight,Missing,1,Yes,Yes,81998,82799,0,4.0,14,3
234,HP,Spectre,Intel,Core i5,8,8,DDR4,256,0,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,136590,151133,9,0.0,0,0
235,acer,Swift,Intel,Core i5,8,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,13.3,1,No,No,59490,65546,9,3.5,33,7
236,ASUS,VivoBook14,Intel,Core i5,11,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,14.1,1,No,No,49800,66990,25,0.0,0,0
237,Lenovo,Ideapad,Intel,Core i5,11,8,DDR4,256,0,Windows,64-bit,0,Casual,15.6,1,No,Yes,61999,68999,10,2.8,4,0
238,HP,Missing,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,0,No,No,54990,70171,21,4.2,116,15
239,HP,Missing,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,No,No,53990,70171,23,4.1,206,17
240,Lenovo,Ideapad,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,14,2,No,Yes,52990,74390,28,4.2,300,24
241,HP,Pavilion,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,1,No,Yes,67990,78294,13,4.5,108,6
242,ASUS,TUF,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,4,Gaming,15.6,1,No,No,57990,81990,29,4.5,3712,412
243,Lenovo,Ideapad,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,62300,101390,38,4.4,825,95
244,realme,Book(Slim),Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,14,1,No,Yes,52990,69999,24,4.4,3470,505
245,Lenovo,Missing,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,No,No,52990,84890,37,0.0,0,0
246,Lenovo,IdeaPad,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,2,No,Yes,51990,88990,41,4.2,85,4
247,Lenovo,IdeaPad,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,0,No,No,61990,97890,36,4.2,56,7
248,RedmiBook,Pro,Intel,Core i5,11,8,DDR4,512,0,Windows,32-bit,0,ThinNlight,15.6,1,No,No,48990,59990,18,4.2,1708,242
249,ASUS,VivoBook,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,32-bit,0,Casual,14,1,Yes,Yes,63990,82990,22,4.6,10,1
250,Lenovo,ThinkPad,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,No,Yes,65990,78109,15,4.6,17,4
251,Nokia,PureBook,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,0,No,No,47990,90000,46,4.4,1119,242
252,acer,Aspire,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,No,No,52990,75999,30,4.2,155,20
253,Lenovo,IdeaPad,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,No,No,49990,79690,37,0.0,0,0
254,ASUS,ASUS,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,4,Gaming,17.3,0,No,No,71990,115990,37,4.4,91,17
255,ASUS,VivoBook,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,No,No,47990,62990,23,4.0,35,2
256,Nokia,PureBook,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,0,No,No,45990,74990,38,4.7,6,1
257,Lenovo,IdeaPad,Intel,Core i5,10,8,DDR4,512,0,Windows,32-bit,0,ThinNlight,15.6,2,No,Yes,48490,64290,24,4.3,126,13
258,ASUS,ASUS,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,4,Gaming,17.3,0,No,No,72990,105990,31,4.5,74,10
259,MSI,Katana,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,4,Casual,15.6,2,No,No,76990,106990,28,4.6,75,17
260,ASUS,TUF,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,6,Gaming,15.6,1,No,Yes,89990,129990,30,4.6,124,17
261,MSI,GF63,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,2,No,No,59990,83990,28,4.5,1597,228
262,ASUS,TUF,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,4,Gaming,15.6,1,No,Yes,65990,89990,26,4.4,3850,378
263,DELL,Inspiron,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,14,0,Yes,No,71990,94201,23,4.7,7,1
264,DELL,Inspiron,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,14,0,Yes,No,71890,92549,22,4.3,3,0
265,Lenovo,IdeaPad,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,0,No,No,64990,97890,33,0.0,0,0
266,ASUS,VivoBook,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,Casual,14,1,No,No,65990,90990,27,0.0,0,0
267,HP,Missing,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,0,No,No,55999,66050,15,4.8,5,1
268,ASUS,VivoBook,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,4,Casual,14,1,No,No,73490,110990,33,4.5,213,45
269,HP,Pavilion,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,1,No,Yes,74490,85359,12,4.3,10,0
270,HP,Pavilion,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,1,No,Yes,58340,74839,22,4.0,69,6
271,acer,Aspire,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,1,No,No,55999,75999,26,4.5,6,0
272,DELL,Inspiron,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,0,No,No,67990,89849,24,4.4,93,9
273,ASUS,VivoBook,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,Casual,14,1,No,No,59990,80990,25,4.5,11,2
274,ASUS,TUF,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,6,Casual,15.6,1,No,Yes,82990,104990,20,4.4,262,31
275,DELL,Vostro,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,2,Casual,14,1,No,Yes,64190,85391,24,0.0,0,0
276,DELL,Missing,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,0,No,No,70090,89395,21,4.0,5,1
277,realme,Book(Slim),Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,14,1,No,Yes,60999,69999,12,4.4,3470,505
278,ASUS,Missing,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,2,ThinNlight,15.6,1,No,No,49990,64990,23,4.1,45,3
279,MSI,Missing,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,0,No,No,55490,66990,17,3.9,8,1
280,HP,Spectre,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,13.3,0,Yes,No,97990,114749,14,5.0,3,1
281,ASUS,VivoBook,Intel,Core i5,9,8,DDR4,512,0,Windows,64-bit,4,Gaming,15.6,1,No,Yes,54990,76990,28,4.4,1681,227
282,Lenovo,Thinkbook,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15,1,No,Yes,59990,115167,47,4.3,37,2
283,Lenovo,IdeaPad,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,53990,79890,32,4.2,61,2
284,HP,Pavilion,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,1,No,Yes,66999,79445,15,4.4,17,1
285,acer,Intel,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,14,1,No,Yes,60990,89999,32,4.4,17,1
286,ASUS,Missing,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,47990,62990,23,4.3,1625,152
287,HP,Missing,Intel,Core i5,11,8,DDR4,512,0,Windows,32-bit,0,ThinNlight,14,1,No,Yes,59999,81684,26,4.0,4,1
288,DELL,G15,Intel,Core i5,10,16,DDR4,512,0,Windows,64-bit,4,Casual,15.6,1,No,No,79990,103102,22,0.0,0,0
289,ASUS,TUF,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,4,Gaming,15.6,1,No,No,63990,74990,14,0.0,0,0
290,HP,Pavilion,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,63990,77327,17,4.7,17,1
291,ASUS,VivoBook,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,Casual,14,1,No,No,59990,80990,25,0.0,0,0
292,Lenovo,IdeaPad,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,1,No,No,55990,89790,37,0.0,0,0
293,HP,Pavilion,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,63990,75023,14,4.7,3,0
294,DELL,Vostro,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,2,Casual,14,1,No,Yes,69490,92552,24,0.0,0,0
295,DELL,Inspiron,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,Casual,14,1,Yes,Yes,89390,109353,18,0.0,0,0
296,ASUS,ZenBook,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,13.3,0,No,No,74990,86990,13,0.0,0,0
297,Lenovo,Thinkbook,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,14,3,Yes,Yes,64990,151557,57,4.0,48,12
298,Lenovo,Legion,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,1,No,Yes,66490,93690,29,4.4,282,36
299,DELL,Inspiron,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,2,Casual,15.6,1,No,Yes,89702,0,0,0.0,0,0
300,Lenovo,Ideapad,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,2,Casual,15.6,1,No,Yes,70990,104890,32,4.2,67,4
301,Infinix,INBook,Intel,Core i5,10,8,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,14,0,No,No,42490,59999,29,4.1,383,65
302,ASUS,VivoBook,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,Casual,17.3,1,Yes,Yes,58990,85990,31,0.0,0,0
303,Lenovo,Ideapad,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,2,Casual,15.6,1,No,Yes,57500,86720,33,0.0,0,0
304,DELL,Inspiron,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,2,Casual,14,1,Yes,Yes,79990,97946,18,4.6,23,2
305,MSI,Modern,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,0,Casual,14,0,No,No,56541,61990,8,4.4,677,87
306,ASUS,Missing,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,17.3,0,No,No,59990,82990,27,3.3,3,0
307,Lenovo,ThinkBook,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,Casual,13,1,No,Yes,64990,120708,46,4.4,46,4
308,DELL,Missing,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,1,No,No,61290,73774,16,3.0,4,1
309,Lenovo,Missing,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,1,No,Yes,54990,66470,17,4.2,9,1
310,Lenovo,ThinkBook,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,Missing,1,No,Yes,59990,112608,46,4.4,26,4
311,ASUS,ASUS,Intel,Core i5,11,8,DDR4,512,0,Windows,32-bit,6,Casual,16,1,No,No,84990,129990,34,5.0,5,0
312,HP,Pavilion,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,16,1,No,Yes,72500,80900,10,4.4,40,3
313,Lenovo,IdeaPad,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,4,Gaming,Missing,0,No,No,59990,93690,35,3.9,44,6
314,Lenovo,Yoga,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,16,1,Yes,Yes,87990,125890,30,4.7,28,6
315,HP,14s,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,Missing,0,No,No,57990,63179,8,4.3,1541,123
316,DELL,Inspiron,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,16,1,No,Yes,69490,69736,0,4.2,72,7
317,Lenovo,Thinkbook,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,16,3,Yes,Yes,68990,159180,56,4.6,44,8
318,Lenovo,Missing,Intel,Core i5,11,8,DDR4,512,0,Windows,32-bit,0,Casual,16,1,No,Yes,77990,80366,2,4.3,17,2
319,ASUS,ZenBook,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,16,1,Yes,No,105990,140990,24,4.4,59,11
320,MSI,Prestige,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,16,1,No,No,79990,95990,16,0.0,0,0
321,DELL,Vostro,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,55490,80711,31,4.1,337,27
322,Lenovo,IdeaPad,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,16,1,No,Yes,69990,104890,33,4.6,10,2
323,ASUS,Zenbook,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,84990,116990,27,4.2,10,2
324,DELL,Inspiron,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,Missing,0,No,No,59990,76143,21,3.8,31,7
325,DELL,XPS,Intel,Core i5,10,8,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,111890,154446,27,0.0,0,0
326,DELL,Inspiron,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,2,Casual,Missing,1,No,No,65990,88037,25,4.3,10,0
327,ASUS,Zenbook,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,32-bit,0,Casual,Missing,1,No,Yes,72990,90990,19,4.7,76,14
328,DELL,Inspiron,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,16,1,No,Yes,71090,89849,20,4.1,44,6
329,MSI,Katana,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,4,Casual,Missing,2,No,No,74990,95990,21,0.0,0,0
330,ASUS,ZenBook,Intel,Core i5,10,8,LPDDR3,512,0,Windows,64-bit,0,Casual,Missing,1,No,Yes,79990,98990,19,4.4,11,3
331,MSI,Modern,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,Missing,1,No,No,55490,67990,18,4.3,138,16
332,DELL,Vostro,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,2,ThinNlight,Missing,1,No,Yes,66490,87168,23,4.1,199,17
333,ASUS,VivoBook,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,Missing,1,No,Yes,53400,69500,23,4.1,46,6
334,DELL,Inspiron,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,74500,78990,5,4.4,45,5
335,DELL,XPS,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,16,1,No,Yes,114990,115729,0,0.0,0,0
336,DELL,Vostro,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,2,ThinNlight,Missing,0,No,No,61990,68859,9,4.1,35,4
337,APPLE,MacBook,Intel,Core i5,10,8,LPDDR4X,512,0,Mac,64-bit,0,Casual,16,1,No,No,159990,174900,8,4.4,32,5
338,APPLE,MacBook,Intel,Core i5,8,8,DDR3,512,0,Mac,64-bit,0,Casual,Missing,1,No,No,172090,179900,4,4.2,108,13
339,MSI,Sword,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,4,Casual,Missing,0,No,No,74990,95990,21,0.0,0,0
340,MSI,Modern,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,0,Casual,Missing,1,No,No,56490,57240,1,4.5,814,112
341,Lenovo,ThinkPad,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,16,3,No,No,147000,0,0,0.0,0,0
342,Lenovo,Ideapad,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,55990,65438,14,4.2,75,9
343,HP,Pavilion,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,4,Gaming,Missing,1,No,Yes,77990,93565,16,0.0,0,0
344,HP,Envy,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,4,Casual,16,1,No,Yes,106490,138366,23,4.7,3,0
345,Lenovo,IdeaPad,Intel,Core i5,11,8,DDR4,512,0,Windows,32-bit,2,Casual,16,1,No,Yes,70990,113290,37,4.6,11,3
346,Lenovo,ThinkPad,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,Missing,1,No,Yes,64990,77487,16,4.4,125,11
347,acer,Aspire,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,Missing,1,No,No,57990,65000,10,0.0,0,0
348,ASUS,TUF,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,4,Gaming,Missing,1,No,No,64990,81990,20,4.5,4,0
349,MSI,Modern,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,0,Casual,Missing,1,No,No,54990,61990,11,4.4,714,147
350,Vaio,SE,Intel,Core i5,8,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,Missing,2,No,Yes,62890,84690,25,4.0,85,14
351,HP,Spectre,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,16,0,Yes,No,111999,146194,23,0.0,0,0
352,Lenovo,Yoga,Intel,Core i5,10,8,LPDDR4X,512,0,Windows,64-bit,2,Casual,Missing,1,No,Yes,70798,101090,29,4.0,21,3
353,Lenovo,Legion,Intel,Core i5,9,8,DDR4,512,0,Windows,64-bit,4,Casual,Missing,0,No,No,59990,84990,29,3.8,9,1
354,acer,ConceptD,Intel,Core i5,8,8,DDR4,512,0,Windows,64-bit,4,Casual,Missing,1,No,No,99500,119999,17,0.0,0,0
355,HP,14s,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,55990,77996,28,4.2,30,4
356,ASUS,ZenBook,Intel,Core i5,8,8,LPDDR3,512,0,Windows,64-bit,0,ThinNlight,Missing,1,No,No,72990,90990,19,4.2,44,4
357,acer,Swift,Intel,Core i5,8,8,DDR3,512,0,Windows,64-bit,0,ThinNlight,Missing,1,No,No,64990,87999,26,3.8,4,1
358,ASUS,Missing,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,Missing,0,No,No,57990,70990,18,0.0,0,0
359,HP,HP,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,2,Casual,16,1,Yes,Yes,76990,99203,22,4.4,14,2
360,Lenovo,Ideapad,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,Missing,2,No,Yes,62998,79890,21,4.3,739,71
361,DELL,Inspiron,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,16,1,Yes,Yes,77990,98200,20,4.5,31,5
362,HP,Spectre,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,114990,122803,6,4.4,145,19
363,DELL,DELL,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,2,Casual,Missing,1,No,Yes,65990,75800,12,0.0,0,0
364,DELL,Inspiron,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,2,Casual,16,1,No,Yes,88990,90605,1,3.8,19,2
365,Lenovo,X390,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,0,Casual,Missing,0,No,No,113590,120000,5,0.0,0,0
366,Mi,Notebook,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,2,Casual,Missing,1,No,No,54990,59999,8,4.3,545,74
367,ASUS,VivoBook,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,73990,84990,12,4.2,32,6
368,LG,Gram,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,Missing,0,No,No,86990,130000,33,0.0,0,0
369,HP,Missing,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,61000,68000,10,4.3,1124,100
370,ASUS,ZenBook,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,Missing,1,Yes,No,99990,122990,18,4.9,35,6
371,Lenovo,ThinkPad,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,67990,76915,11,4.8,9,0
372,DELL,Inspiron,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,70799,89564,20,4.7,98,6
373,Lenovo,ThinkPad,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,65990,75879,13,4.1,31,2
374,ASUS,VivoBook,Intel,Core i5,8,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,Missing,1,No,No,53690,58990,8,4.4,19,3
375,MSI,Modern,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,Missing,1,No,No,55990,67990,17,0.0,0,0
376,ASUS,VivoBook,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,Missing,1,No,Yes,53190,69990,24,4.5,11,0
377,Lenovo,IdeaPad,Intel,Core i5,10,8,DDR4,512,0,Windows,32-bit,2,Casual,Missing,2,No,Yes,58999,65999,10,4.4,45,3
378,DELL,Inspiron,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,2,ThinNlight,Missing,3,No,No,71990,86000,16,0.0,0,0
379,HP,Missing,Intel,Core i5,11,8,DDR4,512,0,Windows,32-bit,4,Casual,Missing,0,No,No,82000,89000,7,0.0,0,0
380,ASUS,ZenBook,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,16,0,No,No,84990,104990,19,0.0,0,0
381,Lenovo,Thinpad,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,2,Casual,Missing,0,No,No,89998,101525,11,0.0,0,0
382,ASUS,ZenBook,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,Missing,1,Yes,No,99990,122990,18,0.0,0,0
383,ASUS,Zenbook,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,Missing,0,No,No,84990,110990,23,0.0,0,0
384,Lenovo,IdeaPad,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,4,Gaming,Missing,0,No,No,69899,73899,5,4.3,474,37
385,DELL,Inpiron,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,4,Casual,Missing,1,No,No,79990,117587,31,0.0,0,0
386,DELL,GAMING,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,4,Casual,Missing,1,No,No,76300,79999,4,4.2,6,0
387,Lenovo,Ideapad,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,0,Casual,Missing,1,No,Yes,55999,89999,37,0.0,0,0
388,DELL,Inspiron,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,Missing,0,No,No,72900,74900,2,3.9,24,4
389,DELL,Inspiron,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,73990,92600,20,4.5,195,17
390,ASUS,ZenBook,Intel,Core i5,11,8,LPDDR4,512,0,Windows,64-bit,0,ThinNlight,16,0,No,No,84990,104990,19,0.0,0,0
391,DELL,Missing,Intel,Core i5,11,8,DDR4,512,0,Windows,32-bit,2,Casual,16,0,No,No,73519,88400,16,0.0,0,0
392,HP,Spectre,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,0,Casual,Missing,1,Yes,No,126000,152042,17,5.0,2,1
393,lenovo,Yoga,Intel,Core i5,10,8,LPDDR4,0,512,DOS,32-bit,0,Casual,Missing,0,No,No,171998,237890,27,0.0,0,0
394,ASUS,ASUS,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,6,Casual,16,1,No,No,88990,129990,31,0.0,0,0
395,HP,HP,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,16,1,Yes,Yes,114999,138166,16,0.0,0,0
396,DELL,Inspiron,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,2,Casual,16,1,Yes,Yes,82990,94600,12,4.5,21,2
397,acer,Intel,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,Missing,0,Yes,No,109999,0,0,0.0,0,0
